10 194 8.0
10 201 10.0
10 207 9.0
10 243 10.0
10 256 9.0
10 258 8.0
10 270 10.0
11 10 10.0
11 49 7.0
11 81 8.0
11 97 10.0
11 126 8.0
11 145 10.0
11 146 7.0
11 150 9.0
11 153 8.0
11 169 10.0
11 171 10.0
11 176 10.0
11 183 7.0
11 184 8.0
11 200 7.0
11 228 10.0
11 232 9.0
11 244 9.0
11 260 10.0
11 265 10.0
12 21 9.0
12 30 10.0
12 41 10.0
12 45 10.0
12 62 9.0
12 66 9.0
12 84 8.0
12 92 9.0
12 116 9.0
12 117 8.0
12 169 10.0
12 175 6.0
12 187 10.0
12 233 8.0
12 250 10.0
12 259 8.0
12 261 9.0
12 263 10.0
12 275 9.0
12 277 10.0
13 9 1.0
13 11 10.0
13 35 10.0
13 68 10.0
13 83 10.0
13 89 10.0
13 95 10.0
13 109 4.0
13 119 10.0
13 124 10.0
13 133 10.0
13 173 10.0
13 198 10.0
13 204 10.0
13 206 10.0
13 207 10.0
13 210 3.0
13 235 10.0
13 242 10.0
13 276 1.0
14 1 6.0
14 8 8.0
14 10 9.0
14 17 9.0
14 64 9.0
14 73 8.0
14 81 9.0
14 127 8.0
14 145 9.0
14 150 8.0
14 153 8.0
14 167 9.0
14 182 7.0
14 183 8.0
14 187 10.0
14 205 8.0
14 226 7.0
14 231 8.0
14 232 9.0
14 240 9.0
15 41 10.0
15 64 5.0
15 65 10.0
15 73 7.0
15 88 7.0
15 97 7.0
15 137 10.0
15 145 10.0
15 146 7.0
15 150 6.0
15 159 10.0
15 169 10.0
15 171 10.0
15 172 10.0
15 176 10.0
15 187 10.0
15 205 8.0
15 228 10.0
15 232 10.0
15 240 10.0
16 5 9.0
16 8 9.0
16 10 9.0
16 29 8.0
16 63 8.0
16 74 8.0
16 78 6.0
16 81 8.0
16 115 8.0
16 131 7.0
16 138 8.0
16 144 8.0
16 147 9.0
16 155 9.0
16 161 8.0
16 184 9.0
16 187 9.0
16 207 8.0
16 220 8.0
16 239 9.0
17 2 7.0
17 47 8.0
17 52 6.0
17 79 7.0
17 86 8.0
17 90 8.0
17 96 7.0
17 98 8.0
17 104 8.0
17 160 8.0
17 190 7.0
17 192 6.0
17 196 7.0
17 207 10.0
17 217 9.0
17 229 7.0
17 230 7.0
17 234 7.0
17 246 9.0
17 267 7.0
18 0 5.0
18 5 6.0
18 7 8.0
18 80 8.0
18 82 8.0
18 101 9.0
18 103 10.0
18 111 7.0
18 140 9.0
18 142 10.0
18 150 10.0
18 165 9.0
18 195 10.0
18 203 10.0
18 207 10.0
18 218 8.0
18 219 6.0
18 227 7.0
18 231 6.0
18 254 8.0
19 3 1.0
19 4 10.0
19 6 10.0
19 15 10.0
19 16 7.0
19 20 10.0
19 28 9.0
19 37 10.0
19 48 10.0
19 59 1.0
19 60 8.0
19 106 1.0
19 113 10.0
19 148 1.0
19 163 4.0
19 202 1.0
19 253 10.0
19 262 8.0
19 269 9.0
19 271 10.0
